Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2017-108070,2017-04-16,2017-04-20,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,4.642783839281372,1,0.15,-6.049
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",4.156066620850098,3,0.0,30.7818
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,2.5967461315435356,3,0.0,4.4712
CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",3.145444546782318,1,0.0,9.7812
US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",2.7170760123095223,2,0.6,-7.7748
CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,4.925687241533446,1,0.2,5.1294
CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",4.129067998280486,4,0.0,20.7808
CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",1.9595312450072784,3,0.6,-3.9624
CA-2016-137204,2016-04-28,2016-05-05,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",3.751102797294068,2,0.2,2.598
CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,5.443629097708091,3,0.2,23.028
US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,3.7125959807312525,2,0.0,17.1828
US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,3.7756074576237606,2,0.2,4.2624
US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,5.4024971854577,1,0.2,24.858
CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,1.7796868879937857,2,0.2,0.7392
CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.976753306956188,8,0.2,6.2856
CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",4.072269354570243,3,0.0,23.6529
US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",3.7325134911339974,1,0.2,4.5882
CA-2016-138079,2016-01-22,2016-01-28,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",4.7086288943563215,5,0.0,37.366
CA-2014-143182,2014-10-15,2014-10-20,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",2.7963052488570974,1,0.2,4.0383
CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",3.4584594938289506,2,0.2,8.0766
CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",4.815042056869052,3,0.2,15.294
CA-2017-132430,2017-10-09,2017-10-11,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,3.847761779174128,4,0.2,9.1776
CA-2014-110030,2014-12-06,2014-12-08,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,3.217915363773076,3,0.6,-14.3856
CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",4.687026632457924,1,0.0,21.506
CA-2014-149244,2014-11-04,2014-11-08,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",3.592919062968025,2,0.0,13.4292
CA-2014-158029,2014-05-26,2014-05-30,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,5.421843876831486,2,0.2,22.5296
CA-2016-146171,2016-03-11,2016-03-15,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",4.3556826593342794,4,0.0,31.5372
CA-2017-158967,2017-12-10,2017-12-12,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,3.000918800241291,3,0.2,5.7312
CA-2015-138534,2015-07-17,2015-07-19,Second Class,JM-15535,Jessica Myrick,Consumer,United States,Bakersfield,California,93309,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",5.280489388348425,2,0.15,-13.7976
CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,3.205993199037187,8,0.2,6.216
US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",4.083620598859125,5,0.6,-24.803
US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,3.7125959807312525,5,0.6,-23.976
CA-2017-143329,2017-11-03,2017-11-08,Standard Class,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,88001,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,3.7464405646384678,3,0.0,17.3754
CA-2015-122623,2015-09-07,2015-09-11,Standard Class,CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",3.881893640446634,2,0.3,-2.0364
CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",5.371149525197707,3,0.0,36.3987
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",4.122932019074013,1,0.0,15.185
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,4.831189598047765,2,0.0,27.3592
CA-2017-157854,2017-04-08,2017-04-15,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",4.04795152265239,6,0.0,15.7584
CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",2.7713379403381286,1,0.0,6.8908
CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",3.0596455992976437,4,0.0,6.9088
CA-2016-154690,2016-08-15,2016-08-17,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,5.421843876831486,2,0.2,22.5296
CA-2017-143861,2017-06-12,2017-06-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,2.895248734975669,2,0.2,1.068
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,5.040634128959082,2,0.2,-5.7588
CA-2016-130799,2016-11-11,2016-11-16,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.0744289998562917,4,0.0,2.2272
CA-2014-142727,2014-04-29,2014-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",3.9695369116287527,2,0.0,12.99
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",4.249637446628136,11,0.0,29.0136
CA-2016-160129,2016-11-23,2016-11-23,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,2.7322874254662555,2,0.2,3.9512
CA-2016-160129,2016-11-23,2016-11-23,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",4.268969912381585,7,0.2,12.3284
CA-2014-157721,2014-09-02,2014-09-05,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",4.272630207894483,1,0.0,4.9497
CA-2017-128629,2017-07-10,2017-07-14,Second Class,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",2.987700101856727,3,0.0,7.9128
CA-2017-143434,2017-11-18,2017-11-24,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Saginaw,Michigan,48601,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",3.033028058297688,4,0.0,8.2992
CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,4.982126074183754,1,0.2,10.8588
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,4.521679875489066,1,0.0,14.5584
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",2.9806186357439426,1,0.0,7.106
CA-2016-166443,2016-11-04,2016-11-05,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,3.6709700335703683,7,0.0,16.4647
CA-2017-169859,2017-12-14,2017-12-18,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",3.305053521109253,3,0.0,11.025
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,4.743957740758318,2,0.2,9.9652
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",4.741168533176402,2,0.2,-5.6784
CA-2017-123638,2017-06-27,2017-07-04,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",5.260854307814826,3,0.1,31.941
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",4.413622196263632,2,0.2,9.1764
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",4.5868432692952075,2,0.2,6.074
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",2.993730270883318,2,0.0,7.584
CA-2014-162866,2014-12-27,2014-12-31,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,3.5249477624315726,6,0.6,-19.7712
CA-2017-167941,2017-11-06,2017-11-09,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",3.3766314277169056,2,0.2,6.3612
CA-2017-139773,2017-12-04,2017-12-04,Same Day,DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",5.244663393212403,7,0.3,-2.6936
CA-2015-139850,2015-06-12,2015-06-17,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",3.790894379520666,2,0.2,4.3296
CA-2014-131310,2014-07-12,2014-07-18,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",4.821377738781183,4,0.2,13.8528
CA-2016-139269,2016-05-25,2016-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,3.2565568918358894,4,0.0,6.24
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,1.606232781485152,1,0.2,0.6474
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,3.161585637640638,3,0.6,-10.1736
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",4.214938458520516,3,0.0,22.0077
CA-2017-169054,2017-04-22,2017-04-26,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",5.5426429854499,3,0.2,0.0
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,5.274639239193459,4,0.0,31.0912
US-2016-114293,2016-11-21,2016-11-26,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,97030,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,5.278808296159811,4,0.2,-12.196
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,3.4065165431397553,2,0.0,10.7892
CA-2017-101749,2017-10-03,2017-10-08,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,91104,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",5.149167495142153,3,0.2,-6.4233
US-2016-147991,2016-05-05,2016-05-09,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",2.8746939451769347,5,0.2,3.344
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,3.7602694502006093,2,0.0,2.9372
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",3.4518904959776733,2,0.0,10.3904
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,3.2334885372360462,2,0.2,-3.3506
CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,4.831588369835958,3,0.0,14.9292
CA-2015-126137,2015-10-03,2015-10-08,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,90032,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",4.801279585447315,2,0.15,18.4548
CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,2.8758219768814333,5,0.6,-14.229
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,1.606232781485152,2,0.6,-2.6892
US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,4.127134385045092,5,0.0,25.62
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",5.494508954860854,3,0.2,9.0882
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",3.9054413940625916,3,0.2,7.3008
CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",3.8168328184243974,2,0.0,14.6718
CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,5.491282083440471,2,0.2,18.1176
CA-2014-107916,2014-08-24,2014-08-26,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,2.658859956911438,2,0.0,6.3744
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",3.17170035637577,3,0.6,-17.7072
CA-2016-146682,2016-10-29,2016-10-31,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,4.219507705176107,5,0.0,32.16
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",3.088311454847084,3,0.0,6.0726
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",4.088996955895506,2,0.0,18.1908
CA-2014-164224,2014-05-18,2014-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,5.012180765905905,3,0.2,3.7308
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,3.7106409458954492,2,0.0,11.1664
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",3.9926809084456005,5,0.0,14.896
CA-2017-131625,2017-09-01,2017-09-05,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",4.752727750345706,5,0.0,39.066
CA-2016-140746,2016-01-15,2016-01-15,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",5.208376247506826,1,0.3,-15.5826
US-2016-127971,2016-11-20,2016-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,2.0879056200919655,3,0.6,-2.8272
CA-2016-159730,2016-09-17,2016-09-21,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,4.743957740758318,2,0.2,9.9652
CA-2017-119389,2017-04-17,2017-04-19,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",4.115975582348395,3,0.2,5.2773
US-2016-161844,2016-12-09,2016-12-14,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,4.394128115490554,3,0.4,-29.3238
CA-2015-146038,2015-02-09,2015-02-16,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",5.322619659071002,5,0.2,22.941
CA-2014-159478,2014-09-30,2014-10-06,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",2.787477334733532,3,0.0,5.1816
CA-2014-106264,2014-12-26,2014-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.4996230464268938,2,0.0,1.1136
